data,score,thumbsUpCount,problem_report,feature_request,irrelevant,ori_lang,app
Great and getting even better,5,0,0,0,1,en,Garmin Connect
Love using it with my Forerunner 935; tracks all of my activities.,5,0,0,0,1,en,Garmin Connect
I wish it had the pedometer in the notification bar,5,0,0,1,0,en,Garmin Connect
"Surprisingly good, reliable app that has a lot of details and statistics even the website doesn't have. One of the most pleasant surprises of owning my HR+ so far.",5,0,0,0,1,en,Garmin Connect
"Great app, but my Garmin Forerunner 235 wont find my phone (Samsung Galaxy s7)",1,2,1,0,0,en,Garmin Connect
Soooo motivating! Connectivity is great and the features/overviews are very detailed. Really impressed!,5,0,0,0,1,en,Garmin Connect
I love the app,4,0,0,0,1,en,Garmin Connect
Doesn't sync anymore and cannot log in.,1,0,1,0,0,en,Garmin Connect
very nice,5,0,0,0,1,en,Garmin Connect
Really convenient.,5,0,0,0,1,en,Garmin Connect
Is good work good,5,0,0,0,1,en,Garmin Connect
Love the graphs 💦,5,0,0,0,1,en,Garmin Connect
trash for google pixel,1,0,0,0,1,en,Garmin Connect
Great for training. Coaching part of it is very good. Practical ideas when you miss a session.,4,0,0,0,1,en,Garmin Connect
it is a great app you can go on a ride and then look at it on the app and track how far you have gone i really recemnd it to anyone 😀,5,0,0,0,1,en,Garmin Connect
Excellent app covering just about every phase of a workout,5,0,0,0,1,en,Garmin Connect
Excellent,5,0,0,0,1,en,Garmin Connect
Great app easy to use and helps keep me active!,5,0,0,0,1,en,Garmin Connect
Having just bought Garmin Forerunner 630 I was most disappointed to discover that my phone's Bluetooth is not compatible with my android phone (apparently you need Bluetooth 4.0). I do not have a computer running either Windows or Mac so I have no means to get any of my runs off of my watch...  Update - thanks for the reply Garmin Support :)   Upgraded my phone (it's been an expensive month!) and now it works OK.  Also had to borrow someone's Windows (yuk) machine to do the initial setup so that I can set up the WIFI.  I have upped my initial rating of 1 star to 3. What this application is lacking is the means to set up WIFI connections on the watch (you still have to use Garmin Express on a PC/Mac to do this which kept crashing). I think if Garmin Connect could include this functionality it would be a real plus.,3,0,1,1,0,en,Garmin Connect
"What a joke!! Bought a $400 garmin watch that won't work on Samsung!! Save yourself hassle, get a fitbit!!",1,3,1,0,0,en,Garmin Connect
I love it,5,0,0,0,1,en,Garmin Connect
Very good app,5,0,0,0,1,en,Garmin Connect
Great experience so far. 👍,5,0,0,0,1,en,Garmin Connect
Works great and cool stats,5,0,0,0,1,en,Garmin Connect
Sometimes problems with sync but generally very good,4,0,1,0,0,en,Garmin Connect
Very nice application but i can't synchronize with my honor(huawey)device with bluetooth  almost  an year --all updates didn't help,3,0,1,0,0,en,Garmin Connect
"Updated app, lost my previous activities and can't find them. HR not monitoring properly. Can't manually enter activities. Harder to operate. Not happy.",1,0,1,0,0,en,Garmin Connect
"Despite making comments, Garmin do not appear to be interested in solving why after the last app update my Venu doesn't connect to my Samsung Note 8 via Bluetooth",1,4,1,0,0,en,Garmin Connect
"Good UI, after making sure the app auto-starts the phone always connects to the watch. great app, the only problem is that the find my phone app on my watch only makes sound if tge app is open.",4,0,1,0,0,en,Garmin Connect
My first device stopped syncing so I bought a new one  (VIVOFIT 2) and it's not syncing either. My next device will be a Fitbit!,1,2,1,0,0,en,Garmin Connect
I've just bought vivofit 2 and the watch works great with the heart rate strap as I can see when I'm maxing out etc. BUT the heart rates/activities will not sync with the app. All I get is steps and calories burned. Help!!,3,0,1,0,0,en,Garmin Connect
It's Awesome,5,0,0,0,1,en,Garmin Connect
"Great app continuously improving. only thing I'd change is to have more training programs available for different distances, but I expect that's coming soon.",5,0,0,1,0,en,Garmin Connect
Vivo active does not sync,1,0,1,0,0,en,Garmin Connect
"Awesome ,reliable",5,0,0,0,1,en,Garmin Connect
Great experience and user friendly,5,0,0,0,1,en,Garmin Connect
Buy a garmin and get active. I love using this app. It keeps me motivated,5,0,0,0,1,en,Garmin Connect
It does everything I need it to do! Awesome 👍😎,5,0,0,0,1,en,Garmin Connect
My Marq Expedition lost connection every day and the only one way to reconnect is to make remove device and full re-pair with my Samsung Galaxy Note 10+ UPD: The lost connection issue was gone for a week but today i've face it again.,1,0,1,0,0,en,Garmin Connect
great features!,5,0,0,0,1,en,Garmin Connect
Good app. All the info I want in one place.,5,1,0,0,1,en,Garmin Connect
"I love Garmin, it is a way better than all the others competitors",5,0,0,0,1,en,Garmin Connect
brilliant app,5,0,0,0,1,en,Garmin Connect
"Cool app, interesting metrics with the body battery",4,0,0,0,1,en,Garmin Connect
Well built app. Works flawlessly with my Garmin Instinct.,5,0,0,0,1,en,Garmin Connect
"Finding it very difficult to sync with my Samsung phone, have to unpair, turn watch and phone off, re-pair and then it only might sync. Pal having same issue so it doesn't seem to be user issue",1,1,1,0,0,en,Garmin Connect
Does the job. But my floor count is so inaccurate the last 4 weeks. Vivosmart keeps saying I've climed 35+ floors everyday when its more like 10-15 floor.,4,0,0,1,0,en,Garmin Connect
Z9,1,0,0,0,1,en,Garmin Connect
Not able yo connect Garmin 245 music with app. Tried all the options suggested. Still not able to connect. Really frustrating.,1,0,1,0,0,en,Garmin Connect
One star because of the extreme battery drain.  Using with FR 735xt.,5,0,1,0,0,en,Garmin Connect
"After last update, my Fēnix 6 Plus keep disconnecting like 20 times a day. Fix the problem and i am gonna give you a better review!",5,1,1,0,0,en,Garmin Connect
Very useful app with tons of data,5,0,0,0,1,en,Garmin Connect
it is ok. the app its self is nicely designed and has lots of features but the watch is terribly inaccurate. the sleep section is always wrong and will only track 1 sleep per day. when I rearrange things in the app it normally does not transfer over to the watch correctly. I have given up trying to get things were I want them.,2,0,1,0,0,en,Garmin Connect
"New update just causes the app to crash, it won't even open now.",1,4,1,0,0,en,Garmin Connect
Sometimes it dosent work,3,1,1,0,0,en,Garmin Connect
after an update my watch will not sync.  not sure if it was the vivoactive update or the app update that caused the problem.  either way they are no longer syncing making the watch /app useless.                                                           -update- was able to clear sync que through website and get it to sync.,3,0,1,0,0,en,Garmin Connect
Easy to use,5,0,0,0,1,en,Garmin Connect
It works way better on android then on Apple,5,0,0,0,1,en,Garmin Connect
Only complaint is when watch disconnects' becasue i got too far from phone (30+') it wont automatically reconnect...other then that still learning so hope to rate higher then 3☆ later,3,0,1,0,0,en,Garmin Connect
Works great for tracking activities,5,0,0,0,1,en,Garmin Connect
"My phone can pair with the watch, but the app cannot. This better get fixed soon or I will return the watch",1,0,1,0,0,en,Garmin Connect
i love this app! very accurate reading,5,0,0,0,1,en,Garmin Connect
Really fun and a great way to see how you are getting on and looking after yourself,5,0,0,0,1,en,Garmin Connect
Very informative app. I appreciate that they keep updating it.,5,0,0,0,1,en,Garmin Connect
I have a GPS device and a watch and both work perfectly with Garmin Connect.,5,0,0,0,1,en,Garmin Connect
"Great app with lots of options for tracking steps, floors, heart rate, stress levels, exercise, sleep and much more. Very user friendly, will be using lots in the new year!",5,1,0,0,1,en,Garmin Connect
Easy to use!,4,0,0,0,1,en,Garmin Connect
Watch and phone sync well to keep me up dated.,5,0,0,0,1,en,Garmin Connect
Really useful lifestyle health app,5,0,0,0,1,en,Garmin Connect
"My watch keeps waking me up early in the weekends because its vibrating and not following my mobile phones ""do not disturb"" rules. I need notifications on weekdays, but cant set different sleep times for weekends, but it should really just follow the mobiles DND times. Also, the GUI is really difficult to find your way through. I usually give up when I need to do something and end up just traversing all menues from an end - even then I dont always succeed.",1,0,0,1,0,en,Garmin Connect
Garmin has always been the best watch for athletes. It used to be so painful to get the data transferred to a computer. With this app it is so easy and great for stat checking. It does a good job of tracking your workouts. It does keep track of casual workouts but I would not know which app would be best for that.,5,0,0,0,1,en,Garmin Connect
All the sudden I can not get my Vivoactive HR to sync with my cell phone any idea why?,2,1,1,0,0,en,Garmin Connect
"Garmin has a huge bug problem with notifications feature, specially the new and expensive watch S62. There is a conflict between Garmin Golf and Garmin Connect, both app to be used in the same watch. So Approach S62 is really a Frankstein. People developing Garmin Golf don't talk with people developing Garmin Connect. And the owners of this watch are in the middle and really can't use the notification feature.",1,5,1,0,0,en,Garmin Connect
Great so far,5,0,0,0,1,en,Garmin Connect
Great app. Love it.,5,0,0,0,1,en,Garmin Connect
Great app for tracking my running and walking.,4,0,0,0,1,en,Garmin Connect
"Accurate GPS, feedback on all workouts!!!",4,0,0,0,1,en,Garmin Connect
This app is totally crappie!,1,0,0,0,1,en,Garmin Connect
New to the app. Seems to work well. No issues.,5,0,0,0,1,en,Garmin Connect
"First Garmin 645 music. Had for almost a year and still haven't used every function available. App is easy to use. Watch is a bit more of challenge. Says it works with smart scales, just not A&D. Connects to bose wireless headset. Can load my own music or even listen to amazon or spotify.",4,0,0,1,0,en,Garmin Connect
Mixed. Frequently disconnects from my Huawei. Followed all instructions to no avail. When it works however its great.,3,2,1,0,0,en,Garmin Connect
Garmin needs to fix their app. It's not working since 2 days back.,1,0,1,0,0,en,Garmin Connect
It was all good before the upgrade. It says it syncs but there is no data in the app.  Useless…,1,0,1,0,0,en,Garmin Connect
Very happy and surprised with the amount of data contained in this app.,4,0,0,0,1,en,Garmin Connect
"Did you even test this app? Can't add phone contacts for ""assistance"" function, and when I manually added the phone contact details, it told me I have to add country code... Which it doesn't let me add! Messed up. Edit: the sleep tracker is also extremely unreliable, even compared to cheaper, budget devices like Misfit... Edit 2: just a note that the illustrations for some badges are mixed up, e.g. koinobori and cherry blossom badges",1,1,1,0,0,en,Garmin Connect
"Watch no longer pairs to the app since the last update, even after resetting and losing all my recorded data. Tried uninstalling and reinstalling the app and now the app won't even finish installing, gets to 58% and stops every time. Pathetic l",1,1,1,0,0,en,Garmin Connect
"User friendly.. however after updated yesterday (9/2/2019), i cannot open the app.",5,0,1,0,0,en,Garmin Connect
Fantastic app,5,0,0,0,1,en,Garmin Connect
"Love this app, really helps with my Triathlon training. It makes things so so easy :-)",5,0,0,0,1,en,Garmin Connect
nice app,4,0,0,0,1,en,Garmin Connect
This app is fantastic. It breaks everything down into categories. And shows all the information with the swipe of your finger.,5,0,0,0,1,en,Garmin Connect
"Great application, it provides many information about your workout and daily activities.",4,0,0,0,1,en,Garmin Connect
Spent 3 days unsuccessfully trying to pair with my Android phone and then it just connected no problem. A bit annoying but other than that a good app.,4,0,1,0,0,en,Garmin Connect
Since the last bug fix update I can't get my phone to pair at all.,1,0,1,0,0,en,Garmin Connect
"As a regular road runner with a F3HR, I love this version of App.",5,0,0,0,1,en,Garmin Connect
I just started using this app and it helps me stay motivated.,5,0,0,0,1,en,Garmin Connect
"the app don't pair with my forerunner 35 on Huawei P8 lite 2017 and android 7 whereas the previous version did, very frustrating?",1,6,1,0,0,en,Garmin Connect
Great.,5,0,0,0,1,en,Garmin Connect
I like seeing my data.,4,1,0,0,1,en,Garmin Connect
Easy to use. In sights into heart rate and other vital health stats are motivating and encouraging to b more active,5,0,0,0,1,en,Garmin Connect
Works great with my Garmin watch love being able to track all my activities and compete with friends.,5,0,0,0,1,en,Garmin Connect
"Since i started using Garmin, my performance has greatly improved",5,0,0,0,1,en,Garmin Connect
Fantastic app and stats,5,0,0,0,1,en,Garmin Connect
"Much improved, by now easy & insightful & logical",5,0,0,0,1,en,Garmin Connect
"As a Modern Pentathlete I have several workouts to track. This has been a awesome. I can track my swimming and running daily and tailor workouts to keep me within my goals of pacing, heart rate, and recovery. Thanks Garmin for a great product and Ap.",5,0,0,0,1,en,Garmin Connect
"cool info available, some aren't being picked up though.",4,0,0,0,1,en,Garmin Connect
Not able to Live Track feature to operate on a consistent basis with Bluetooth.,3,0,1,0,0,en,Garmin Connect
After 10 days all good so far,5,0,0,0,1,en,Garmin Connect
"Very disappointed in latest updates which cause massive latency in app usage. The screen constantly freezing, and then loading/re-syncing, and suddenly jumping around makes for a poor user experience. It was never previously like this, even a few months ago. Also, the menu and interface are quite busy, I would rate 5 star if we could customise and remove things like ""golf"" from our menu.",3,6,1,1,0,en,Garmin Connect
So far managed to synch via Bluetooth once. It crashes every time and the logs are useless.,1,2,1,0,0,en,Garmin Connect
Love this app,5,0,0,0,1,en,Garmin Connect
Great App.,5,1,0,0,1,en,Garmin Connect
Love this app and love my new garmin. Best present I got for Christmas. Cant wait to see how I progress when I get back to the gym after the holidays.,5,0,0,0,1,en,Garmin Connect
"I had a galaxy S5 once it updated to marshmallow my vivosmart did not connect. After a few months garmin fixed it. My vivosmart synced for couple of days. So, I got a galaxy S7 and it doesnt sync. It says it needs gps in order to work? Vivosmart is not a highly efficient fitness equipment for serious runners..so no, you do not need to know where I am.",2,7,1,0,0,en,Garmin Connect
Had this for about a week and so far I love all the info it provides and how easy this app is to use with my Forerunner 245.,5,0,0,0,1,en,Garmin Connect
Why has the create automatic routes for running no longer functioning on the connect app. This feature worked well in NZ until the latest update and now it keeps saying no routes available,3,0,1,0,0,en,Garmin Connect
"Poor show. Got a Swim, got ANT device, got ANT-capable droids, have to dig out the laptop to upload my data. Why sell ANT devices if you're not going to support them properly, Garmin?",2,0,1,0,0,en,Garmin Connect
Been using Garmin for over 3 years and still loving it,5,0,0,0,1,en,Garmin Connect
I have nexus 6p it always disconnect from my phone Bluetooth. After 15 min my watch tells me to reconnect such a bad software .,1,0,1,0,0,en,Garmin Connect
It disconnects. I had to reinstall.,3,0,1,0,0,en,Garmin Connect
"After using for a year I upgrade to 5 star for functionality, strong reports, and lack of crashing",5,0,0,0,1,en,Garmin Connect
Connect and my Vivioactive HR will not sync up properly after the last 2 updates. Was a good app until recently. Disappointing. Last update didn't help. Sick of getting updates for every email I get. Watch will not fully sync. GARMIN FIX THIS!!!! Best part is if my watch turns off I now have to reinstall the app for it to reconnect just for limited useage.,1,26,1,0,0,en,Garmin Connect
"Very easy to use which means you'll stick with it, so win, win easy for all ages",5,0,0,0,1,en,Garmin Connect
Interesting....,4,0,0,0,1,en,Garmin Connect
For some reason my vivo disconnected from my phone and won't connect anymore. Have tried about 20 times and the unit won't find my phone.,3,0,1,0,0,en,Garmin Connect
"Good app, thanks for your work.",5,0,0,0,1,en,Garmin Connect
"great app but it would be brilliant if it could do one thing. why cant i just pre select say 3 favourite activities and then the watch automatically recognise when i am doing those activities and log me? say walk/run, cycling and swimming or my reason for buying this, stand up paddle boarding (SUP) its a pain having to manually select each activity, press start, press finish. if you could add an auto start finish to activities the same as it does for sleep and floors up down with recording route",3,0,0,1,0,en,Garmin Connect
Wonderful for keeping track of everything fitness.,5,0,0,0,1,en,Garmin Connect
Brilliant!,5,0,0,0,1,en,Garmin Connect
"Really good app used in conjuction with garmin 645 music watch. So many features, currently doing the coach assistance programme and its really beneficial, top app definitely recommended.",5,0,0,0,1,en,Garmin Connect
"UPDATE: It will not sync any longer on Samsung S6. Very disappointed in the responses to the CUSTOMERS who are complaining. So we have a few options, never buy the product again, file a class action lawsuit or start a social media campaign against Garmin. You should get in front of this Garmin.  It is better to face the music than ignore it.",2,17,1,0,0,en,Garmin Connect
Simple to use and consistently connects on first try. The app is good but should have a way for all devices to sum up their individual information in the app. That would be my only improvement.,4,0,0,1,0,en,Garmin Connect
The app will not sync. Has been like this for ages. No one should buy a garmin device till this is resolved. I have reinstalled garmin connect to no avail. Majority of community has this prob. Avoid. Shortly after posting this feedback without intervention from me the garmin device has started syncing regularly without my imput. It is working fine with the program now. My phone is a Samsung Galaxy s6 edge. Rated 3 stars for the moment since it is working now.,3,0,1,0,0,en,Garmin Connect
Since my lg g3 is running on android 6.0 I can't add a device or sync...,5,0,1,0,0,en,Garmin Connect
I really like Garmin it has a lot of cool training options but I keep trying to pair it on my phone with the app but for some reason it won't let me connect. I've been trying to work on it for an hour and it won't work...,3,0,1,0,0,en,Garmin Connect
great app!,5,0,0,0,1,en,Garmin Connect
Nice features all around. could use a more seamless integration with other fitness products but this is an app that does a lot and deserves 5 stars.,5,0,0,0,1,en,Garmin Connect
"Nice app, very slick",5,0,0,0,1,en,Garmin Connect
Just follow your goal and you will be in a great shape,5,0,0,0,1,en,Garmin Connect
This app is amazing! Gives me more data than i even know what to do with!,5,0,0,0,1,en,Garmin Connect
"Good apps! Had no issue with bluetooth connectivity on my FR220 and Note 3, until recently. Please fix it, i'll give the rest of the star. :)",5,0,1,0,0,en,Garmin Connect
Was trying to Connect to people but the app gives an error and will not let me connect to them. Was working fine for the first 5500 folks but now is not. Please fix and I'll give 5 stars.,1,0,1,0,0,en,Garmin Connect
Not compatible with MI4. smart notifications and auto sync won't work :(,1,0,1,0,0,en,Garmin Connect
Very handy and informative,5,0,0,0,1,en,Garmin Connect
"App + Paired Watch asks for too many permissions. While it is great that the watch could see email, phone, sms and contacts, that was not my driving decision to purchase. It would be nice to be able to disable those notifications AND not be naggeed three times a day for access to my phone. I woukd like to be able to say what the device has access to and not be asked again by the device+app. I could (and have) removed the app from my phone, but then you lose the ability to save results.",1,0,0,1,0,en,Garmin Connect
Enjoying the app,5,0,0,0,1,en,Garmin Connect
Love this app.,5,0,0,0,1,en,Garmin Connect
"If you're on the previous version, do not upgrade. I have had 2 upgrades, originally you needed to turn on location to connect the watch then you could turn location off. Next update (the last version) there was no need to turn on location services ever, it just connected and synced perfect. This update requires location to be on full time or the watch disconnects.  Seriously Garmin? It can't be an Android requirement if the previous version worked flawlessly without it. Now you're asking just too much.",3,3,0,1,0,en,Garmin Connect
Good for running,5,0,0,0,1,en,Garmin Connect
"Riding a new gravel bike essentially requires GPS. If you are out in the middle of nowhere without a town for miles, you need to trust your tools. I TRUST Garmin. It has never failed me.",5,0,0,0,1,en,Garmin Connect
Keeps crashing. Won't even open. I followed all the troubleshooting guides with no change. Customer service was no help. Makes the money I spent on the venu a huge waste! I want a refund!,1,0,1,0,0,en,Garmin Connect
I just love the graphs the app makes after a run or any kind of training session,5,0,0,0,1,en,Garmin Connect
"Since update no forerunner sync with phone, tried all the recommended actions, no can't even upload via wifi as watch not linked with app. GARMIN PLEASE FIX ASAP",1,0,1,0,0,en,Garmin Connect
Great love it.,5,0,0,0,1,en,Garmin Connect
"After using this app without a problem since December i was suddenly unable to sync my vivoactive with my Samsung A3.  Have contacted Garmin support but am still no further forward in identifying why it suddenly stopped working.  Updated 3.8.16, thanks to Stephanie  at Garmin support we have solved the problem....i had recently been on holiday and changed the date and time settings on the phone to manual. Switching them back to automatic has allowed me to login weird!!!",2,1,1,0,0,en,Garmin Connect
I haven't any complaints 😁,5,0,0,0,1,en,Garmin Connect
"Very useful, clear and easy going app.",5,0,0,0,1,en,Garmin Connect
"I use Femix2, very frustrated after upgrade firmware from 3.9, no version is stable. Garmin's development team is sack!!",1,0,1,0,0,en,Garmin Connect
Getting better all the time,5,0,0,0,1,en,Garmin Connect
Terrible update. The app doesn't even open on my phone anymore. Please fix this.,1,0,1,0,0,en,Garmin Connect
Garmin is giving me issues since yesterday. When I check my activities it says error. I tried to switch off the watch and sign out on the app but is not helping,2,0,1,0,0,en,Garmin Connect
HELP HELP PLEASE HELP ME. ..I been trying to set up this app on my phone for 2 days now .and it keeps saying invalid email and I can't download this app on my home computer. ..,1,0,1,0,0,en,Garmin Connect
Changed my running experience,5,0,0,0,1,en,Garmin Connect
"App not worked properly in weeks. Data does not sync and does not appear in the feed like it used to. Continual notification on phone to say that there has been a connection error and the phone needs restarted. My ""smart"" watch is now just and expensive screen that tells the time and doesn't do much else! The app is integral to use the watch to its fullest capabilities so this is completely unacceptable.",1,41,1,0,0,en,Garmin Connect
How long is your outage going to go on for? It's been many days! Please get this fixed!,4,2,1,0,0,en,Garmin Connect
So far after a week it seems great!,5,0,0,0,1,en,Garmin Connect
I got the garmin about one month and the experience is great. I'm now learning about everything but feel the difference at the moment to training...,5,0,0,0,1,en,Garmin Connect
It does everything I need it for and I love the fact that it auto loads my info from my fenix to the app.,5,0,0,0,1,en,Garmin Connect
This app is awesome,5,0,0,0,1,en,Garmin Connect
Great data screens. Many features but find it hard to remember where to find them all.,5,0,0,1,0,en,Garmin Connect
"Amazing, so helpful and easy to use, I have a vevo active 3, i like how you can have weekly step challenges with other people!!!",5,0,0,0,1,en,Garmin Connect
"App crash as soon as I open it. I see many have the same issue, why is Garmin not fixing it?",1,0,1,0,0,en,Garmin Connect
App works well,5,0,0,0,1,en,Garmin Connect
Great app highly recommend!!,5,0,0,0,1,en,Garmin Connect
Works well without any issues on Samsung S20,5,0,0,0,1,en,Garmin Connect
Not sure it's very accurate,3,0,0,0,1,en,Garmin Connect
Amazing app to match my amazing Fenix 5S!!!,5,0,0,0,1,en,Garmin Connect
Great App! Works pretty seamlessly. I have not had the connectivity issues that many others are experiencing. Knock on wood!,5,0,0,0,1,en,Garmin Connect
Big improvement over polar flow,5,0,0,0,1,en,Garmin Connect
Nice but need to explore more and I'm new with this app..,5,0,0,0,1,en,Garmin Connect
Great app never lets me down,5,0,0,0,1,en,Garmin Connect
👍 👌,5,0,0,0,1,en,Garmin Connect
More insights please,4,0,0,0,1,en,Garmin Connect
Great automatic coaching!,5,0,0,0,1,en,Garmin Connect
"My husband bought me a vivo smart HR. It synced with my phone fine, but the app won't sync . I did try the suggestions.  I have a GS4 phone, it should work. I am editing my rating now. Whatever magic was weaved, worked. Thank you so much. The app is fantastic! Everything  I could hope for and more!",5,0,1,0,0,en,Garmin Connect
App has been much better than when I first started using it. Runs smoothly and not so many bugs anymore,4,0,0,0,1,en,Garmin Connect
I have been usually using mostly the sleep and step activity and its been real interesting to see the patterns although mine quit a connecting with the app and syncing so having some issues now,4,0,1,0,0,en,Garmin Connect
Work very well  Galaxy Note 4 x Fenix  Chronos,5,1,0,0,1,en,Garmin Connect
"Smart notifications keep enabling. I'm not sure if it happens when the app updates, but it's happened maybe 3-4 times over the past year. I want watch notifications from maybe 10 out of 100 apps that I have. It's a great feature, but having to go through the entire list over and over is tedious enough to drop a couple of stars.",3,0,1,0,0,en,Garmin Connect
I cant connect my vivosmart 3 with this apps. nothing wrong with my device because when i tried to connect with garmin app with my iphone the process is super smooth. ive tried uninstalling and install the app at my android phone and the same problem still persist. do give me a way out of this.,1,0,1,0,0,en,Garmin Connect
been great but stopped saving data for steps and floors about a week ago,1,0,1,0,0,en,Garmin Connect
"The smart notification features, like snoozeing a task or dismissing a message stop working randomly. I have all permissions set and I don't know what could be causing this issue. I have the Garmin instinct. Awesome watch but so our constant issues with the smart notifications.",3,1,1,0,0,en,Garmin Connect
"very reliable, decent interface",5,0,0,0,1,en,Garmin Connect
Awesome app matching awesome Garmin hardware,5,0,0,0,1,en,Garmin Connect
I've lost 20 pounds and still going. Thx for the help keeping me motivated!,5,0,0,0,1,en,Garmin Connect
It works great for me. I'm a beginner runner so it does what I need.,5,0,0,0,1,en,Garmin Connect
"Dislike the dark interface theme, settings are clumsy with too many menus. Regular sync issues, tech support useless, I was emailed instructions by the operator who appeared poorly trained.",1,0,1,1,0,en,Garmin Connect
excellent app,5,0,0,0,1,en,Garmin Connect
trying too connect with a Galaxy s5 n it wont connect..so unable too use it..not happy hope it will be fixd soon,1,0,1,0,0,en,Garmin Connect
After the update it is even faster,5,0,0,0,1,en,Garmin Connect
"Great! I love it, still exploring other functions....:D",4,0,0,0,1,en,Garmin Connect
Love this app for tracking my runs,5,0,0,0,1,en,Garmin Connect
"All functions work well. If the menu s were more intuitive, then it would rate 5 stars.",4,0,0,1,0,en,Garmin Connect
first time garmin user and im enjoying the watch and the app,5,0,0,0,1,en,Garmin Connect
Very easy to use,5,0,0,0,1,en,Garmin Connect
"Great, just started using it.love it!",5,0,0,0,1,en,Garmin Connect
Has become invaluable to my fitness routines.,5,0,0,0,1,en,Garmin Connect
It won't connect to Note 4. Help! !!!!,1,0,1,0,0,en,Garmin Connect
Really like my device and the app is pretty functional and easy to use. Keeps getting better.,5,1,0,0,1,en,Garmin Connect
The app is more of a visual tool of the information the activity tracker is collecting.  Why can't I pull up the guided workout plan to see what I should be doing at the gym each day through the app? It's in the calendar but it won't expand to show instructions.  Not very helpful there..,3,1,0,1,0,en,Garmin Connect
I've been very happy with the Garmin watch and Connect app. it syncs quickly and frequently without crashing or taking a day to update. I am so glad I got it and I tell my friends about it. Thanks Garmin!,5,0,0,0,1,en,Garmin Connect
"Only been using it for 2 weeks now, but so for I'm am impressed.",4,0,0,0,1,en,Garmin Connect
It won't let me connect my watch to my tablet.,1,0,1,0,0,en,Garmin Connect
"Works well connected to my Fenix 5x. Good information, custom settings etc. Very happy.",5,0,0,0,1,en,Garmin Connect
"Easy to use, gives a lot of info",5,0,0,0,1,en,Garmin Connect
"A bit busy UI, but good functionality and stable on Oreo",4,0,0,1,0,en,Garmin Connect
Very Data Rich,5,0,0,0,1,en,Garmin Connect
Best running app,5,0,0,0,1,en,Garmin Connect
"I'm obessed with my Garmin Fenix 6S pro. I use it multiple times a day to review my training status, sleep status, stress status & period calendar. I love all the training features so much. And I have it synced with myfitnesspal, which is awesome to only have to be in one place for all my fitness needs.",5,0,0,0,1,en,Garmin Connect
Great apps for tracking your healthy lifestyle. However it would be nice if i can connect to other calorie counter othet than myfitnesspal because my previous phone was having problem with mfp. Looking forward to use new features such as period & water tracker,4,0,0,1,0,en,Garmin Connect
Difficult to use for golf. Watch is inconsistent and jumps around making it difficult to keep score and determine distances. It is slightly better than trying to use the Garmin golf app which doesn't work at all and keeps shutting down during the round. It also likes to delete your score.,1,0,1,1,0,en,Garmin Connect
Love it. Simple with information I need.,5,0,0,0,1,en,Garmin Connect
Yay,5,0,0,0,1,en,Garmin Connect
easy to use,5,0,0,0,1,en,Garmin Connect
Really easy to set up and great for checking progress quickly. Really enjoy using it. 😃,5,0,0,0,1,en,Garmin Connect
It works for me...,5,0,0,0,1,en,Garmin Connect
can't login strava with Facebook please fix it,1,0,1,0,0,en,Garmin Connect
Updates just stop any syncs and just means reset after reset after uninstall to get it working again. Seriously looking at other suppliers.,2,0,1,0,0,en,Garmin Connect
"App used to be good recently it's becoming worse, temperamental at best poor form Garmin",2,0,0,0,1,en,Garmin Connect
I use it every day.,5,0,0,0,1,en,Garmin Connect
Perfect,5,0,0,0,1,en,Garmin Connect
"Wow, love this app. It has really helped me with my weight management.",5,0,0,0,1,en,Garmin Connect
Love it!!,5,0,0,0,1,en,Garmin Connect
"Was good, until 06/03 update. sync fails and historic data unavailable, fails to display anything, though steps, calories and intensity minutes are updated with every failed sync. Have had to resort to Garmin Express on a pc to keep data records up to date. Galaxy Tab 4, Android 4.4.2. Vivosmart hr+. Reinstalling worked, for one sync only. 16/03 update works to start with, but same issues return after a few hours. Issue with data or cache perhaps?",1,34,1,0,0,en,Garmin Connect
"App keeps crashing on Samsung galaxy s9+ tried uninstalling, restarting pho e and re installing, now app only downloaded about 48%",3,0,1,0,0,en,Garmin Connect
"Excellent stats, keeps track of shoe mileage, heart rate, stress, elevation etc. That can improve your performance and in the end make you a better person.",5,0,0,0,1,en,Garmin Connect
Notification for monthly challenges?,4,2,0,0,1,en,Garmin Connect
Good app for tracking personal activities and connect with active friends.,5,0,0,0,1,en,Garmin Connect
The best fitness tracker I have used,5,0,0,0,1,en,Garmin Connect
A great app which works seamlessly with my Fenix 5 and Garmin Edge 1000.,4,0,0,0,1,en,Garmin Connect
Great app!!!,5,0,0,0,1,en,Garmin Connect
Love the vivofit but this app no longer syncs on the leader board and I lost data. Hopefully this app will get fixed soon or I will need to return the vivofit.,1,0,1,0,0,en,Garmin Connect
Love this app really motivates you to keep going and keep on track,5,0,0,0,1,en,Garmin Connect
App can't connect to the watch. Since the last update it is even worse.,2,0,1,0,0,en,Garmin Connect
"Love this. Love the golf tracking info, easy to use , the rest of what it does is a bonus.",5,0,0,0,1,en,Garmin Connect
Noice!,4,0,0,0,1,en,Garmin Connect
I can not see the future runs on the calendar. How long does it take to fix it?,3,0,1,0,0,en,Garmin Connect
Cool,5,0,0,0,1,en,Garmin Connect
good does what i need,4,0,0,0,1,en,Garmin Connect
could be better but still grateful for thus technology.,5,0,0,0,1,en,Garmin Connect
