data,ground_truth,score,thumbsUpCount,problem_report,feature_request,irrelevant,ori_lang,app
"Used the app on Galaxy S5 till it stopped working after an Update. Loved it. Now have on my new Galaxy S9, simular app so expect great things. Wish the app incorporated the BP measure feature for the Galaxy S9 like the My BP app and had glucose Bluetooth received & record feature or even a test strip device to add on and record glucose direct. I know, we always want more! 🙃",7,4,0,0,1,0,en,Samsung Health
"bonne appli, malgré tous les tricheurs...",12,4,0,0,1,0,fr,Samsung Health
"Why would you ever remove the ability to view weight over time???? Daily tracking??? Not totally useless, but close.",66,1,1,0,1,0,en,Samsung Health
"Il veut accéder à mes contacts, quel est le rapport",40,1,0,0,1,0,fr,Samsung Health
"Loved this app but not giving it permission to MAKE and MANAGE calls on my phone. If it’s not to make and manage, then you need to edit the way it is worded when you want me to agree.",40,1,4,0,1,0,en,Samsung Health
"Depuis la dernière mise à jour, impossible d'utiliser l'application puisqu'il faut tout autoriser et que je ne veux pas. Dommage car l'appli était bien. Résultat : je desinstalle et vais voir ailleurs.",40,1,0,0,1,0,fr,Samsung Health
This app has been helping me get healthy. The only thing I would add is the ability to scan barcodes for nutritional info.,22,5,0,0,1,0,en,Samsung Health
En quoi une application qui sert à compter mes pas. à besoin d avoir la possibilité de passer des appels. Ça devient n importe quoi la. Appli desinstallée !!! @samsung il va falloir revoir revoir votre copie et respecter la vie privée de vos usagers,40,1,2,0,1,0,fr,Samsung Health
Est il possible de l'avoir en français ?MERCI,28,1,0,0,1,0,fr,Samsung Health
"V 6.12.0.029 : widget des pas journalier difficilement lisible, écriture petite.. Ce serait bien de pouvoir choisir entre l'ancien widget 5x1 à gros caractères et ce nouveau widget qu'on pourrait redimensionner jusque 3x1",67,2,8,0,1,0,fr,Samsung Health
J'aime pas du tout la derniere maj Je ne retrouve plus 'la gestion du poids' ou je savais si j'etais ou non au dessus ou en dessous de mon apport calorique. D'ou mon vote a 1 etoile. Si vpus pouviez remettre cet onglet ce serais top,66,1,1,0,1,0,fr,Samsung Health
Je suis déçue de la nouvelles version. J 'utilisais l 'ancienne depuis septembre 2016 . Maintenant je n 'ai plus les kms .j ai désactivé et remis mais toujours pareil !!,36,2,0,0,1,0,fr,Samsung Health
J'aime beaucoup mais vous devez bannir les tricheurs,12,4,0,0,1,0,fr,Samsung Health
Depuis quelques mois je n'ai plus que la durée de l'exercice mais plus la  distance. Dommage pour les balades vélo... Pourtant la fonction GPS  fonctionne...,59,4,0,0,1,0,fr,Samsung Health
Need more devices compatibility,14,5,0,0,1,0,en,Samsung Health
Pourquoi un accès au journal d'appel..... => solution: désinstaller Dommage pr vous c honteux 😡,40,1,1,0,1,0,fr,Samsung Health
"Wish it had more applications I could sync, like Google, myfitness & u armor... etc.",37,4,0,0,1,0,en,Samsung Health
"Impossible de créer ses propres programmes de courses à pied personnalisées. Choix de sport limité sur une galaxy watch (pas de tennis, pourtant présent dans l'application)",45,1,0,0,1,0,fr,Samsung Health
"Inadmissible ! Samsung veut revendre nos données de santé (poids, taille, geoloc, sommeil, nb de pas, ...) après nous avoir identifiés par notre numéro de téléphone. On ne peut plus lancer l'application sans accepter ces nouvelles conditions. Cette appli était très bien avant mais la nouvelle politique est juste inacceptable !",40,1,0,0,1,0,fr,Samsung Health
